,Order,SubjectID,ServerTimestamp,AssignmentID,ProblemID,Attempt,CodeStateID,Score,Code,Between,N Way,2xN,Other,OtherReason
149,135559,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 01:12 AM,439,3,2,72c7086245ebb6deefbf7108d14232d30b9ec875,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (!outsideMode && n <= 10 && n >= 1) {
        return true;
    } else {
        return false;
    }
    
    if (outsideMode && (n <= 1 || n >= 10)) {
        return true;
    } else {
        return false;
    }
}
",0,0,1,0,
150,10135,e4191d610537305de1d294adb121b513,02/23/19 10:42 PM,439,234,3,ab423959abbbc3d30e79c095d44fe8b31ece67b8,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend)
    {
        if (cigars >= 40)
            {
                return true;
            }
        return false;
    }
    
    //if (cigars >= 40 && <= 60)
    //{
        return true;
    //}
    return false;
}
",1,0,1,0,
151,25908,e4191d610537305de1d294adb121b513,02/23/19 10:16 PM,439,13,4,332ddfca4cc55f072059ff647302ea9db776229f,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday)
    {
        //code
    }
    else 
    {
        if (speed <= 60)
        {
            return 0;
        }
        
        
        
    }
        
            
    
    
}
",1,0,1,0,
152,37172,e4191d610537305de1d294adb121b513,02/24/19 02:00 AM,439,12,18,a18dcdaa34332ff226f0038b7f1b33976d30620e,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
if (isSummer)
    {
        if (temp <= 100 && temp >= 60)
        {
            return true;
        }
        return false;
    }
    if (temp <= 90 && temp >= 60)
    {
        return true;
    }
    return false;
}
",0,0,0,0,
153,40734,e4191d610537305de1d294adb121b513,02/23/19 10:31 PM,439,232,7,515faf0089661b8a0f8d08b997d9a245dbe7218e,0,"public String alarmClock(int day, boolean vacation)
{
    if (vacation)
    {
        if (day = 6 || day = 0)
        {
            return ""off"";
        }
        return ""10:00"";
        
    }
    if ( day = 6 || day = 0)
    {
        return ""10:00"";
    }
    return ""7:00"";
    
}
",0,0,0,1,"Equality and assignment, if condition not covering logical "
154,59834,e4191d610537305de1d294adb121b513,02/23/19 11:29 PM,439,233,1,40eea0906fc9f40199d887271b5725fbc9116943,0,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6)
    {
return true;
    }
    if (a + b == 6 || a - b == 6)
    {
        return true;
    }
    return false;
    
}
",0,0,0,1,Mathabs
155,65462,e4191d610537305de1d294adb121b513,02/23/19 11:25 PM,439,5,1,30bd6e4f634ac00704f47f0c66404a0c2d6ee3f1,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isMorning)
    {
        if (isMom)
        {
        return true;
        }
        return false;
    }
    return true;
}
",0,1,0,0,
156,68742,e4191d610537305de1d294adb121b513,02/23/19 10:37 PM,439,235,12,76cf770d55531461d508a61f1eb2be30b0ed1326,1,"public int dateFashion(int you, int date)
{
    if (you <= 2 || date <=2)
    {
        return 0;
    }
    if (you >= 8 || date >= 8)
    {
       return 2; 
    }
    return 1;
    
}
",0,0,0,0,
157,76789,e4191d610537305de1d294adb121b513,02/23/19 10:51 PM,439,236,1,d1378b91664caff12c977377a7fe216292407e27,0,"public int greenTicket(int a, int b, int c)
{
    if ( a==b && b==c)
    {
        return 20;
    }
    if ( a != b && b != c)
    {
        return 0;
    }
    return 10;
    
}
",0,0,0,0,
158,119537,e4191d610537305de1d294adb121b513,02/23/19 11:40 PM,439,1,1,25b96bbeac5681833b52d998d07851190aba0b15,1,"public int sortaSum(int a, int b)
{
    int y = a+b;
    if (y <= 19 && y >= 10)
    {
        return 20;
    }
    return y;
    
}
",0,0,0,0,
159,134180,e4191d610537305de1d294adb121b513,02/23/19 11:44 PM,439,3,40,759ff2806bd9e9b76fb2ced622f2d43451add114,0,"public boolean in1To10(int n, boolean outsideMode)
{
   if (outsideMode)
   {
       if (n <= 1 || n >= 10)
       {
           return true;
       }
   }
   if (n>=1 && n<=10)
   {
return true;
   }
    return false;
    
}
",0,0,1,0,
160,12878,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:28 AM,439,234,3,119a6a31bba9fed7d8805c463c987c2f4d1c5fca,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if(isWeekend)
        return 40 <= cigars;
          
    return 40 <= cigars && cigars <= 60;
    
}
",0,0,0,0,
161,35877,76c073d8a82d9ddaf993300be03ac70f,02/25/19 03:38 AM,439,13,5,1b31510242cd102611c9e8fd9be74ffd75257082,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    result x;
    
    if(speed<=60)
    {
        result = 0;
    }
    
    if(speed >= 60 && speed <= 80)
    {
        result = 1;
    }
    
    if(speed >= 81)
    {
        result = 2;
    }
    
    if(isBirthday = true)
    {
        if(speed <=65)
        {
            reult = 0;
        }
        
        if(speed >= 66 && speed<=85)
        {
            result = 1;
        }
        
        if(speed >= 86)
        {
            result = 2;
        }
    }
               
    
        
        
    
}
",1,0,1,1,"variable, equality, return"
162,38712,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:32 AM,439,12,3,19646b9e5018fdd4446bc7ac523927cbabcb89ab,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(isSummer && 60 <= temp && temp <= 100)
        return true;
          
    if(!isSummer && 60 <= temp && temp <= 90)
        return true;
                    
    return false;
}
",0,0,0,0,
163,47640,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:22 AM,439,232,11,1e800f7b30a1b5f4a3f7cc8807c0bfe1895b49ce,0,"public String alarmClock(int day, boolean vacation)
{
    if (day = 1 || day = 2 || day = 3 || day = 4 || day = 5)
        return ""7:00"";
     if (day = 0 || day = 6)
        return ""10:00"";
    
    if (vaction = true)
    {
        if(day = 1 || day = 2 || day = 3 || day = 4 || day = 5)
            return ""10:00"";
        else if (day = 0 || day = 6)
            return ""off"";
    }
        
}
",0,0,0,1,Equality and assignment
164,62165,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:29 AM,439,233,5,a75f5bcb656e6b2dfeb8839df79e19de56d70f34,1,"public boolean love6(int a, int b)
{
    if(a == 6 || b == 6 || a + b == 6 || Math.abs(a - b) == 6)
        return true;
          
    return false;
}
",0,0,0,0,
165,67715,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:29 AM,439,5,4,e5e684dabadb23e344972f83cd01be4718960040,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if(isAsleep)
        return false;
          
    if(isMorning && !isMom)
        return false;
                    
    return true;
    
}
",0,0,0,0,
166,71037,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:27 AM,439,235,4,8d14d62aed50ad203d6592bb243b0e2685889709,1,"public int dateFashion(int you, int date)
{
    if(you <= 2 || date <= 2)
        return 0;
          
    if(you >= 8 || date >= 8)
        return 2;
                    
    return 1;
    
}
",0,0,0,0,
167,79590,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:28 AM,439,236,3,efeb40c7dea8736e1d6832bdf6b5cbf373d80919,1,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == c)

    return 20;

  if (a == b || a == c || b == c)

    return 10;

  else;

    return 0;

    
}
",0,0,0,0,
168,121234,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:31 AM,439,1,14,cee452e4aa16baeb8604da51705be7c6342ae49b,1,"public int sortaSum(int a, int b)
{
    int sum = a+b;

   

  if(sum >= 10 && sum <= 19)

    return 20;

  else

    return sum;

    
}
",0,0,0,0,
169,136729,76c073d8a82d9ddaf993300be03ac70f,02/25/19 04:32 AM,439,3,16,8815ba5866cc9a585a596ea701e2e3407259d5f4,1,"public boolean in1To10(int n, boolean outsideMode)
{
   if (!outsideMode){

    if (n >= 1 && n <= 10) {

      return true;

    } else {

        return false;

      }

 } else {

      if (n <= 1 || n >= 10) {

        return true;

      } else {

          return false;

        }

    }
 
}
",0,0,0,0,
170,12812,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:11 AM,439,234,1,46378071e6eefb45e0f365a5dada6e84677befa1,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend == true)
    {
        if (cigars >= 40)
        {
            return true;
        }
    }
    else if (cigars >= 40 && cigars <= 60)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,1,0,
171,35997,1aabb3fa1280144bf946da37d00c05f1,02/25/19 03:49 AM,439,13,2,3a48aad6e533968217dd036741cab032ab694be7,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday = true)
    {
        speed = speed + 5;
    }
    if (speed >= 81)
    {
        return 2;
    }
    else if (speed < 81 && speed >= 61)
    {
        return 1;
    }
    else
    {
        return 0;
    }
}
",0,0,1,1,Equality and assignment
172,38706,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:30 AM,439,12,1,604a57066a0d33a4f0320c8ff38e76ea6a9f68d3,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer == true)
    {
        if (temp >= 60 && temp <= 100)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    if (temp >= 60 && temp <= 90)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,0,
173,47190,1aabb3fa1280144bf946da37d00c05f1,02/25/19 03:56 AM,439,232,2,8b3eff7a5dd626c46dd24f0bbeb426f72e2f3c3b,0,"public String alarmClock(int day, boolean vacation)
{
    if (vacation == true)
    {
        if (day > 0 && day <= 5)
        {
            return ""10:00"";
        }
        else
        {
            return ""off"";
        }
    if (day > 0 && day <= 5)
    {
        return ""7:00"";
    }
    else
    {
        return ""10:00"";
    }
    }
}
",0,1,0,1,Java not covering logically correct conditions
174,62141,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:22 AM,439,233,1,928a160e50bc26ffca361f9e6ff8446e50396ea7,0,"public boolean love6(int a, int b)
{
    if (Math.abs(a) == 6 || Math.abs(b) == 6)
    {
        return true;
    }
    else if ((Math.abs(a) + Math.abs(b) == 6) || (Math.abs(a) - Math.abs(b) == 6))
    {
        return true;
    }
    else if (Math.abs(b) - Math.abs(a) == 6)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,1,Mathabs
175,67689,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:18 AM,439,5,1,9ab3b5419f5e2d7073461b30d77712cf6467d7d8,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep == true)
    {
        return false;
    }
    else if (isMorning == true && isMom  == true)
    {
        return false;
    }
    else
    {
        return true;
    }
}
",0,1,0,0,
176,70963,1aabb3fa1280144bf946da37d00c05f1,02/25/19 03:58 AM,439,235,1,c585ac4fda00fc10325c8e5f053b446658781a6e,1,"public int dateFashion(int you, int date)
{
    if (you <= 2 || date <= 2)
    {
        return 0;
    }
    else if (you >= 8 || date >= 8)
    {
        return 2;
    }
    else
    {
        return 1;
    }
}
",0,0,0,0,
177,79490,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:16 AM,439,236,2,fbd4c23e76bef6c785eaeac729ab320635a7682b,0,"public int greenTicket(int a, int b, int c)
{
    if (a == b == c)
    {
        return 20;
    }
    else if ((a == b && a != c) || (a == c && a != b) || (b == c && a != b))
    {
        return 10;
    }
    else
    {
        return 0;
    }
}
",0,0,0,1,Three var comparison directly
178,121226,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:25 AM,439,1,1,7b8dcdc142a00fde13d0c4dbefd733b29669ff27,1,"public int sortaSum(int a, int b)
{
    int sum = a + b;
    if (sum <= 19 && sum >= 10)
    {
        return 20;
    }
    else
    {
        return sum;
    }
}
",0,0,0,0,
179,136720,1aabb3fa1280144bf946da37d00c05f1,02/25/19 04:28 AM,439,3,3,80db1307d02812c1166391b4f628698638dd3a7a,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode == true)
    {
        if (n <= 1 || n >= 10)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    if (n >= 1 && n <= 10)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,0,
180,12672,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:34 AM,439,234,2,b5d77ee7c01c774391ef1972a3aa8db225369cc9,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend && cigars >= 40)
        return true;
    else if (cigars >= 40 && cigars <= 60)
        return true;
    else 
        return false;
}
",0,0,0,0,
181,35586,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:28 AM,439,13,19,8bf7407e85a3b9588b0f05644293e84284b753be,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (!(isBirthday))
    {
        if (speed <= 60)
    
        return 0;
    
        if (speed > 60 && speed <= 80)
        
            return 1;
        
        else 
        
            return 2;
        }
    else if (speed <= 65)
        return 0;
    else if (speed > 65 && speed <= 85)
        return 1;
    else 
        return 2;
   
 
}
",0,0,0,0,
182,38478,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:36 AM,439,12,14,c0c5c9fee901ebce9a216561b7f4cd3b3bbfbe90,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer && temp >= 60 && temp <= 100)
        return true;
    else if (temp >= 60 && temp <= 90)
        return true;
    else 
        return false;
}
",0,0,0,0,
183,46949,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:31 AM,439,232,7,eb0bf0ff81db52963f3e038fa032aee3162e1a10,1,"public String alarmClock(int day, boolean vacation)
{
    if (vacation)
    {
        if (day == 0 || day == 6)
            return ""off"";
        else 
            return ""10:00"";
    }
    
    if (day == 0 || day == 6)
    
        return ""10:00"";
    return ""7:00"";
        
    
}
",0,0,0,0,
184,62002,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:38 AM,439,233,2,873170573acc8c90d53cbdc80d4a88a63bbd955d,1,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6 || a + b == 6 || a  -Math.abs(b) == 6 || Math.abs(b) - Math.abs(a) == 6)
        return true;
    else
        return false;
}
",0,0,0,0,
185,67556,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:42 AM,439,5,2,8853dd5c4f23dc28ba83afdf511b5d5452d44a8e,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep)
        return false;
    if (isMorning && !isMom)
        return false;
    return true;
}
",0,0,0,0,
186,70807,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:32 AM,439,235,2,9b64cbe6b1c922cbd2e3670803e909985d9fa182,1,"public int dateFashion(int you, int date)
{
    if (you <= 2 || date <= 2)
        return 0;
    if (you >= 8 || date >= 8)
        return 2;
    return 1;
}
",0,0,0,0,
187,79283,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:41 AM,439,236,2,5ba8867472a774992529ec0efdd84c077603594d,1,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == c)
        return 20;
    if (a == b || a == c || b == c)
        return 10;
    else
        return 0;
}
",0,0,0,0,
188,121081,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:38 AM,439,1,2,3609e8cca7b7e0e1705dcc040c7fa214458e278d,1,"public int sortaSum(int a, int b)
{
    if (a + b >= 10 && a + b <= 19)
        return 20;
    else
        return a + b;
}
",0,0,0,0,
189,136464,27059a11c58ade9b03bde05c2ca7c285,02/25/19 03:40 AM,439,3,2,d53223c9dc6666abf3b586fb4df33030b8310105,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode)
    {
        if (n <= 1 || n >= 10)
            return true;
        else 
            return false;
    }
    if (n >=1 && n <=10)
        return true;
    else
        return false;
}
",0,0,0,0,
190,9500,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:26 PM,439,234,1,1f560f2a7dbc8476881769ae396cbf0f64a30c2b,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend) {
        if (cigars > 39) {
            return true;
        }
        else {
            return false;
        }
    }
    else if (cigars > 39 && cigars < 61) {
        return true;
    }
    else {
        return false;
    }
}
",0,0,0,0,
191,22264,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:13 PM,439,13,1,761182192da5c925038e5dad89aadbf7b0933026,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (!isBirthday) {
        if (speed < 61) {
            return 0;
        }
        else if (speed < 81) {
            return 1;
        }
        else {
            return 2;
        }
    }
    else {
        if (speed < 66) {
            return 0;
        }
        else if (speed < 86) {
            return 1;
        }
        else {
            return 2;
        }
    }
            
}
",0,0,0,0,
192,36765,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:42 PM,439,12,1,2bf1c04d9d27c1634b52289bf71e91e6ac7b6c7e,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer) {
        if (temp >= 60 && temp <= 100) {
            return true;
        }
        else {
            return false;
        }
    }
    else if (temp >= 60 && temp <= 90) {
        return true;
    }
    else {
        return false;
    }
}
",0,0,0,0,
193,39062,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:17 PM,439,232,8,cf5d74d76d9a1aa7b52fda46163ef546669b9c74,0,"public String alarmClock(int day, boolean vacation)
{
    if (vacation) {
        if (day = 0 || day = 6) {
            return ""off"";
        }
        else {
            return ""10:00"";
        }
    }
    else {
        if (day = 0 || day = 6) {
            return ""10:00"";
        }
        else {
            return ""7:00"";
        }
    }
}
",0,0,0,1,Equality and assignment
194,59243,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:34 PM,439,233,1,8e1fd0dd3e98508d52ecbeea9d9b4f002464405a,1,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6) {
        return true;
    }
    else if (a + b == 6 || a - b == 6 || b - a == 6 || 
             b + a == 6) {
        return true;
    }
    else {
        return false;
    }
}
",0,0,0,0,
195,64685,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:31 PM,439,5,1,40ab4e2960425a0daa6d678523108587db22addf,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep) {
        return false;
    }
    if (isMorning) {
        if (isMom) {
            return true;
        }
        else {
            return false;
        }
    }
    else {
        return true;
    }
}
",0,0,0,0,
196,67953,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:23 PM,439,235,1,afaf612ed3535d4de5bd088c7f2e2e8b80fd442e,1,"public int dateFashion(int you, int date)
{
    if (you < 3 || date < 3) {
        return 0;
    }
    else if (you > 7 || date > 7) {
        return 2;
    }
    else {
        return 1;
    }
}
",0,0,0,0,
197,75995,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:28 PM,439,236,1,6618f8f48c115c209372989def19b6afeb3d2a7d,0,"public int greenTicket(int a, int b, int c)
{
    if (a == b == c) {
        return 20;
    }
    else if (a == b || b == c || a == c) {
        return 10;
    }
    else {
        return 0;
    }
}
",0,0,0,1,Three var comparison directly
198,118925,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:37 PM,439,1,5,a31e2ec7e30b46db7db29b0f23387896fceaf1d1,0,"public int sortaSum(int a, int b)
{
    int c;
    a + b = c;
    if (c < 20 && c > 9) {
        return 20;
    }
    else {
        return c;
    }
}
",0,0,0,1,variable
199,133325,d185c5ed37536ac0063f735f7a15dd24,02/21/19 03:40 PM,439,3,1,bf7a2bba9dbc410dd653796ad1ecf6154444c59b,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode) {
        if (n <= 1 || n >= 10) {
            return true;
        }
        else {
            return false;
        }
    }
    else if (n >= 1 && n <= 10) {
        return true;
    }
    else {
        return false;
    }
}
",0,0,0,0,
200,12884,1b6171ff276542bd344c1600aaca6165,02/25/19 04:34 AM,439,234,3,6ef68e8e89f00b3ed079a48c6f9869b2990cc3be,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend) 
        return 40 <= cigars;
    
    return 40 <= cigars && cigars <= 60;
}
",0,0,0,0,
201,36183,1b6171ff276542bd344c1600aaca6165,02/25/19 04:24 AM,439,13,20,188099daee8da265f6236d3c4f85b4c4540e62ff,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if(isBirthday) { 
        if (speed <= 65) {
            return 0;
        }
        else if (66<= speed && speed <= 85) {
            return 1;
        }
        else if (86 <= speed) { 
            return 2;
        }
    }
}
",0,0,1,0,
202,38737,1b6171ff276542bd344c1600aaca6165,02/25/19 04:43 AM,439,12,7,2e44c5194bfd36da4d7cd115f22801214c0bf72d,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if ( temp >= 60 && temp <= 90)
        return true;
    if ( temp >= 60 && temp <= 100 && isSummer == true)
        return true;
        else 
        return false;
}
",0,0,0,0,
203,47770,1b6171ff276542bd344c1600aaca6165,02/25/19 04:32 AM,439,232,2,4119fe3378cffd4992a6f7c1275cccee4e294ff7,1,"public String alarmClock(int day, boolean vacation)
{
    if (vacation) {
        if (day == 0 || day == 6)
            return ""off"";
        else 
            return ""10:00"";
    }
    
    if (day == 0 || day == 6)
        return ""10:00"";
    return ""7:00"";
}
",0,0,0,0,
204,62218,1b6171ff276542bd344c1600aaca6165,02/25/19 04:38 AM,439,233,6,e731c0e6c26538f34433fe52ee9f75d60c22fd66,1,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6 || a + b == 6 || Math.abs(a-b) == 6)
        return true;
    return false;
}
",0,0,0,0,
205,67794,1b6171ff276542bd344c1600aaca6165,02/25/19 04:37 AM,439,5,7,7cd3748e10c40be333315fc8c36129e718d926ce,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep) 
        return false;
        if (isMorning && !isMom)
            return false;
        return true;
}
",0,0,0,0,
206,71061,1b6171ff276542bd344c1600aaca6165,02/25/19 04:33 AM,439,235,3,80b4b35083a99fa22a6803a437ae7022790a5c16,1,"public int dateFashion(int you, int date)
{
    if (you <= 2 || date <= 2)
        return 0; 
    
    if (you >= 8 || date >= 8)
        return 2; 
    
    return 1;
}
",0,0,0,0,
207,79640,1b6171ff276542bd344c1600aaca6165,02/25/19 04:35 AM,439,236,4,0a1cdb8505a2fae3d7cf390d9ab8dad774e48021,1,"public int greenTicket(int a, int b, int c)
{
    if (a == b) {
        if (b == c)
            return 20; 
        return 10;
    }
    if (a == c || b == c)
        return 10;
    return 0;
}
",0,0,0,0,
208,121266,1b6171ff276542bd344c1600aaca6165,02/25/19 04:40 AM,439,1,2,382715e16ab90ea85e1a388239c58a0de86e5e9e,1,"public int sortaSum(int a, int b)
{
    if (a + b >= 10 && a + b <= 19)
        return 20;
    else return (a + b);
}
",0,0,0,0,
209,136760,1b6171ff276542bd344c1600aaca6165,02/25/19 04:41 AM,439,3,7,85c905c357c9510de0a1635897e52dd20c73311b,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode == false && n >= 1 && n <= 10)
        return true;
    if (outsideMode == true && n <= 1 || n >=10)
        return true;
    else return false;
}
",0,0,0,1,logic operation priority
210,35391,8a1df180ea2c0d298aa1d739fe720a0c,02/25/19 03:19 AM,439,13,4,fdf1f3d6a543dafa7c6c111c8b8ada21a2f0a57b,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{ 
    if (speed <= 60)
{
    return noTicket;
}
 else if (speed <= 80 || speed >= 61)
 {
    return smallTicket;
 }
 else if (speed > 81)
 {
     return bigTicket;
 }
}
else
{
    if (speed <= 65)
    {
    return noTicket;
    }
 else if (speed <= 85 || speed >= 66)
    {
        return smallTicket;
    }
 else if (speed > 86)
    {
        return bigTicket;
    }
    
}
",1,0,1,1,variable
211,47530,8a1df180ea2c0d298aa1d739fe720a0c,02/25/19 04:15 AM,439,232,2,af41a5260c7ceef6f35387a4818330b580fbbbe6,0,"public String alarmClock(int day, boolean vacation)
{
    if(onVacation)
{
    alarmClock(0, false) -> ""7:00"";
            alarmClock(1, false) -> ""7:00"";
            alarmClock(2, false) -> ""7:00"";
            alarmClock(3, false) -> ""7:00"";
            alarmClock(4, false) -> ""7:00"";
            alarmClock(5, false) -> ""7:00"";
            alarmClock(6, false) -> ""10:00"";
    }
    
    
}
",1,0,1,1,not logical
212,12525,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 02:35 AM,439,234,2,4e1a4e806b3dc5029771b05b87f3ab47ebe3499b,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (cigars >= 40 && isWeekend == true)
    {
        return true; 
    }
    
    else if (cigars >= 40 && cigars <= 60 && isWeekend == false )
    {
        return true;
    }
    
    else 
    {
        return false;
    }
    
}
",0,0,0,0,
213,26795,4a914e5c38172ae9b61780ffbd0b2f90,02/24/19 02:39 AM,439,13,3,dd3c9bdfebde70af857fecb6c5e8821b0952dbe2,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    0 = noticket;
    1 = smallticket;
    2 = bigticket;
    
    
    if (speed <= 60)  
    {
        printf(0);
    }
    
    else if (speed > 60 && speed <=80)
    {
        printf(1);
    }
    
    else
    {
        printf(2);
    }
    
    
}
",0,0,1,1,
214,38507,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 03:45 AM,439,12,1,75c19c8b466a496dd00a319270fce7b84e0cea13,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if ((temp >= 60 && temp <= 90) && !isSummer)
    {
        return true;
    }
    
    if ((temp >= 60 && temp <= 100) && isSummer)
    {
        return true;
    }
    
    else 
    {
        return false;
    }
}
",0,0,0,0,
215,47385,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 04:10 AM,439,232,3,d35e5687143588a15ce9c9f80a21586b05a1f672,0,"public String alarmClock(int day, boolean vacation)
{
    if (!vacation)
    {
        if (day >= 1 && day <= 5)
        {
            return ""7:00"" ;
        }
        
        else if (day == 6 && day == 0)
        {
            return ""10:00"" ;
        }
    }
    else
    {
        if (day >= 1 && day <= 5)
        {
            return ""10:00"" ;
        }
        
        else if (day == 6 && day == 0)
        {
            return off;
        }
          
        
    }
    
}
",0,0,0,1,"if not covering logically correct branches, variable"
216,61828,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 03:13 AM,439,233,2,e90681d5926f67eb9981cfeb8bf08c32b07e6417,0,"public boolean love6(int a, int b)
{
    if ( (a = 6 || b = 6) || (Math.abs(a - b) = 6 || Math.abs(a+b) = 6))
        {
            return true;
        }
        
        else 
        {
            return false;
        }
    
}
",0,0,0,1,Equality and assignment
217,67263,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 02:52 AM,439,5,1,eacb46b5f61d6d062028bd7d8a3f6ed3b91d04af,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if ( isMorning == true && isMom == true)
    {
        return true;
    }
    
    else if (isAsleep == false)
    {
        return true;
    }
    
}
",0,1,0,0,
218,70602,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 02:16 AM,439,235,1,dd01943f9b5bef06eaeea7d1282fe7b0dcba25f3,0,"public int dateFashion(int you, int date)
{
    result = 0;
    if (you >= 8 || date >= 8)
    {
        result = 2;
    }
    
    if (you <=2 || date <= 2)
    {
        result = 0;
    }
    
    else 
    {
        result = 1;
    }
    
    return ""result"";
}
",0,1,0,1,variable
219,78984,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 02:42 AM,439,236,2,a4a99035f1280633764d587210545921ce97e1d9,0,"public int greenTicket(int a, int b, int c)
{
    if ( b=a && c=a)
    {
        return 20;
    }
    
    if (b = a || b = c || a = c)
    {
        return 10;
    }
    
    else
    {
        return 0;
    }
    
}
",0,0,0,1,Equality and assignment
